year_m,ff4_hf,us_cpi,us_ip,exp_cpi_12m,gs1,gs10,ebpnew,CPI_raw,us_cpi_inf,us_cpi_annualized,cpi_inf_annualized,ffr,c,unemp,ppi_inf,ppi_inf_annualizes,MP_shock,GK_inst,food,housing,apparel,transport,medical,recreation,educ_comm,core_cpi
01/09/2011,0.02,542.31732,95.0281,2.4158211,0.1,1.98,0.2823,226.5970205,0.21692,231.5600783,2.412169006,0.08,86.936,9,0.246062992,2.993046509,0.02469557,0.0053763,230.561,220.152,123.244,215.455,402.202,113.449,131.925,226.118
01/10/2011,0,542.38483,95.6924,2.3435731,0.11,2.1500001,-0.2341,226.7500478,0.06751,228.2854443,0.745121764,0.07,87.093,8.8,-1.276386843,-14.28585465,0,0.0133333,230.776,220.447,123.775,214.682,404.068,113.387,132.243,226.506
01/11/2011,0.01,542.5694,95.6913,2.2866511,0.11,2.01,0.38069999,227.1689469,0.18457,231.3964068,2.049110476,0.08,86.946,8.6,0.149179513,1.804915424,0.013475441,0.0096667,230.976,220.685,124.762,215.149,405.751,113.505,132.446,226.899
01/12/2011,0,542.5932,96.1938,2.1511564,0.12,1.98,0.1445,227.2230195,0.0238,227.7643834,0.262111765,0.07,86.985,8.5,-0.794438928,-9.127555251,0.041044869,0.0003333,231.392,220.966,124.865,213.784,407.23,113.896,132.645,227.405
01/01/2012,0,542.86523,96.779,1.9426895,0.12,1.97,0.050500002,227.8419758,0.27203,234.1155211,3.033364141,0.08,87.321,8.3,0.45045045,5.54135441,-0.018613441,0,232.131,221.096,125.399,215.385,408.394,114.486,133.062,227.877
01/02/2012,0,543.07874,97.0959,2.0357614,0.16,1.97,-0.058600001,228.3289609,0.21351,233.2505886,2.373843871,0.1,87.85,8.3,0.448430493,5.515889265,0,0,232.103,221.299,125.075,217.686,408.89,114.301,133.185,228.034
01/03/2012,0,543.2879,96.5919,2.222955,0.19,2.1700001,-0.46020001,228.8070335,0.20916,233.6375475,2.324972962,0.13,87.735,8.2,1.28968254,16.62254638,0.003039107,0,232.502,221.579,125.85,218.457,410.257,114.519,133.289,228.478
01/04/2012,0,543.4538,97.2942,2.2837226,0.18000001,2.05,-0.285,229.1869394,0.1659,233.0173418,1.840113136,0.14,87.816,8.2,-0.244857982,-2.899046404,0.002717076,0,232.934,221.992,126.432,218.615,411.475,114.404,133.469,228.905
01/05/2012,0,543.24677,97.4853,2.2135053,0.19,1.8,-0.26359999,228.7129446,-0.20703,224.0212904,-2.253902028,0.16,87.822,8.2,-0.88365243,-10.10335595,0,0,233.127,222.069,126.663,215.029,412.864,114.389,133.849,229.224
01/06/2012,0.01,543.16412,97.4959,2.102139,0.19,1.62,0.0195,228.5239914,-0.08265,226.6421724,-0.905402238,0.16,87.73,8.2,-1.040118871,-11.79159293,0.007821872,0.0036666,233.624,222.319,126.248,212.225,415.289,114.784,133.957,229.623
01/07/2012,0,543.19299,97.6922,1.9489298,0.19,1.53,-0.1638,228.5899758,0.02887,229.2507635,0.31802881,0.16,87.914,8.2,0.15015015,1.816756272,0,,233.752,222.508,125.935,211.791,417.004,114.665,133.954,229.97
01/08/2012,0.015,543.77228,97.3061,2.0011513,0.18000001,1.6799999,-0.36379999,229.9180176,0.57929,243.5854835,6.560002302,0.13,87.932,8.1,1.299350325,16.75619163,0.008093303,,234.108,223.031,125.333,217.573,417.555,114.828,133.811,230.233
01/09/2012,0.02,544.24829,97.2383,2.0291531,0.18000001,1.72,-0.28080001,231.0150593,0.47601,242.2474373,5.362528732,0.14,88.056,7.8,0.838677849,10.54159157,-0.022661671,,234.286,223.463,126.386,221.574,418.453,115.014,134.06,230.659
01/10/2012,-0.005,544.51758,97.5425,1.991606,0.18000001,1.75,-0.2911,231.6379981,0.26929,237.9510516,3.002398363,0.16,88.05,7.8,-0.440313112,-5.157658995,0.000663008,,234.694,223.949,127.291,222.913,419.07,114.955,134.319,231.024
01/11/2012,0,544.34949,97.934,2.005687,0.18000001,1.65,-0.15800001,231.2489648,-0.16809,227.3908499,-1.833528263,0.16,88.434,7.7,-0.835380835,-9.576569349,0,,235.1,224.504,127.191,218.833,419.509,115.159,134.489,231.33
01/12/2012,0,544.3374,98.1984,1.9736764,0.16,1.72,-0.2511,231.2210085,-0.01209,230.9416127,-0.132909637,0.16,88.47,7.9,-0.148662042,-1.769430273,-0.020946808,,235.521,224.757,127.289,217.524,420.321,114.974,134.693,231.725
01/01/2013,0,544.50635,98.2029,1.8709998,0.15000001,1.91,-0.15350001,231.6119866,0.16895,235.5546199,1.874229098,0.14,88.864,8,0.496277916,6.120606863,0.003296733,,235.86,225.106,128.076,218.092,421.114,115.076,135.177,232.229
01/02/2013,0,545.09741,98.6733,1.8302636,0.16,1.98,-0.1047,232.9850061,0.59106,247.1236232,6.69725122,0.15,88.849,7.7,0.888888889,11.20391292,0,,235.903,225.58,128.134,223.274,421.601,115.277,135.501,232.569
01/03/2013,0.005,544.80255,99.0788,1.8537233,0.15000001,1.96,-0.1602,232.2990383,-0.29486,225.5386604,-3.196062176,0.14,88.963,7.5,-0.146842878,-1.747952499,-0.002724557,,236.13,225.769,126.97,218.985,423.089,115.194,135.67,232.794
01/04/2013,0,544.58533,98.9658,1.9300612,0.12,1.76,-0.2026,231.794986,-0.21722,226.8083326,-2.363636892,0.15,88.983,7.6,-0.245098039,-2.901850402,0,,236.574,226.299,126.905,214.905,423.025,115.063,135.411,232.832
01/05/2013,0,544.63751,99.0567,1.7405916,0.12,1.9299999,-0.57160002,231.9159682,0.05218,233.1289195,0.57547986,0.11,89.237,7.5,0.294840295,3.5960255,-0.008054617,,236.387,226.949,126.916,214.01,422.316,115.271,135.563,232.996
01/06/2013,0.005,544.83484,99.2424,1.6865518,0.14,2.3,-0.42910001,232.3740598,0.19733,236.9999693,2.192173806,0.09,89.219,7.5,0.097991181,1.182252415,0.005643359,,236.912,227.324,126.995,215.38,424.286,115.121,135.575,233.35
01/07/2013,0,545.05621,98.9258,1.6973715,0.12,2.5799999,-0.040600002,232.8890361,0.22137,238.0955794,2.462202362,0.09,89.329,7.3,0.048947626,0.58895537,-0.02520909,,237.133,227.579,127.645,216.562,425.008,115.116,135.745,233.88
01/08/2013,0,545.24237,99.5059,1.7495198,0.13,2.74,-0.1514,233.3229861,0.18616,237.7026833,2.066927397,0.08,89.464,7.2,-0.097847358,-1.167869952,0,,237.407,227.911,127.412,217.901,427.168,115.268,135.946,234.336
01/09/2013,0,545.37469,100.0391,1.7695746,0.12,2.8099999,-0.16509999,233.6319234,0.13232,236.7416066,1.465188048,0.08,89.733,7.2,-0.146914789,-1.748801595,-0.066467918,,237.464,228.354,127.281,216.898,428.29,115.305,136.203,234.7
01/10/2013,0,545.4115,99.9203,1.7464324,0.12,2.6199999,-0.055399999,233.7179391,0.03681,234.5796655,0.40565606,0.09,90.023,7.2,-0.686611084,-7.935198468,0.018019592,,237.693,228.584,126.988,216.682,428.586,115.418,136.418,234.921
01/11/2013,0,545.5838,100.1661,1.7457658,0.12,2.72,-0.0017,234.1209823,0.1723,238.1859547,1.911712701,0.08,90.393,6.9,-0.641975309,-7.4374339,0,,237.895,229.119,127.333,217.17,428.485,115.736,136.578,235.359
01/12/2013,0.005,545.84064,100.3777,1.6749128,0.13,2.9000001,-0.14139999,234.7230715,0.25684,240.8210629,2.861802731,0.09,90.475,6.7,0.397614314,4.877111292,-0.088367566,,238.133,229.623,128.577,218.715,428.622,115.389,136.844,235.759
01/01/2014,0,546.12225,99.999,1.6258997,0.12,2.8599999,-0.32769999,235.3850067,0.28161,242.0973612,3.141697881,0.07,90.176,6.6,0.891089109,11.23301849,0.024715671,,238.417,230.52,127.882,219.287,429.989,115.525,136.997,235.961
01/02/2014,0,546.24408,100.7583,1.6177046,0.12,2.71,-0.2269,235.671951,0.12183,238.5587576,1.348323311,0.07,90.586,6.7,0.932286555,11.77928937,0,,239.247,231.084,127.279,218.525,431.137,115.537,137.034,236.185
01/03/2014,0,546.37384,101.7767,1.7100538,0.13,2.72,-0.29629999,235.9779574,0.12976,239.0577483,1.436656856,0.08,91.104,6.7,0.631988333,7.853103151,0.00947374,,240.24,232.119,127.439,217.491,432.211,115.506,137.161,236.625
01/04/2014,0,546.58258,101.8425,1.7339813,0.11,2.71,-0.39039999,236.4710523,0.20874,241.453249,2.320255514,0.09,91.253,6.2,0.628019324,7.802068436,-0.001336159,,240.995,232.014,127.475,218.989,433.26,115.708,137.381,237.072
01/05/2014,0,546.73511,102.2594,1.8230245,0.1,2.5599999,-0.4113,236.8320168,0.15253,240.4690322,1.690684703,0.09,91.451,6.3,-0.144023044,-1.714651894,0,,242.107,232.785,127.773,218.306,434.262,115.721,137.529,237.529
01/06/2014,0,546.81824,102.5986,1.8476607,0.1,2.5999999,-0.34150001,237.0289771,0.08313,239.0067039,0.918240323,0.1,91.772,6.1,0.144230769,1.744565113,-0.018113473,,242.345,233.117,127.982,218.653,435.187,115.731,137.661,237.837
01/07/2014,0,546.98474,102.8163,2.0145924,0.11,2.54,-0.35699999,237.4239591,0.1665,241.4064843,1.846823652,0.09,91.971,6.2,-0.144023044,-1.714651894,-0.022148149,,242.883,233.695,127.942,218.126,435.864,115.593,137.893,238.195
01/08/2014,0,546.914,102.6562,2.0298467,0.11,2.4200001,-0.36129999,237.2560648,-0.07074,235.582989,-0.775393551,0.09,92.596,6.1,-0.480769231,-5.619097491,0,,243.505,233.928,127.357,217.071,436.041,115.27,138.069,238.405
01/09/2014,0,547.01086,102.9776,1.994571,0.11,2.53,-0.26570001,237.4859823,0.09686,239.7962114,1.070635046,0.09,92.623,5.9,-0.289855072,-3.42334261,-0.014907892,,244.148,234.234,127.813,215.41,437.091,115.415,138.038,238.786
01/10/2014,0.01,547.01929,102.9892,1.8164309,0.1,2.3,-0.27739999,237.5060033,0.00843,237.7062959,0.092769096,0.09,93.217,5.7,-1.453488372,-16.1129219,0.024466552,,244.5,234.656,127.761,213.73,437.758,115.664,137.606,239.191
01/11/2014,0,546.85577,103.6402,1.6268063,0.13,2.3299999,-0.013,237.1179508,-0.16352,233.2686929,-1.784085573,0.09,93.454,5.8,-1.229105211,-13.79194279,0,,245.106,235,127.254,210.033,439.408,115.443,137.437,239.458
01/12/2014,-0.005,546.50598,103.6345,1.3568022,0.20999999,2.21,-0.0219,236.2899848,-0.34979,228.1522909,-3.781097075,0.12,93.713,5.6,-1.941264311,-20.9620854,-0.046046894,,245.84,235.425,126.637,204.124,441.464,115.426,137.364,239.584
01/01/2015,0,545.92151,102.8239,0.6752941,0.2,1.88,-0.20550001,234.9129688,-0.58447,221.5347544,-6.244543311,0.11,93.936,5.7,-2.538071066,-26.54522539,0.010580111,,245.764,235.735,126.129,194.852,441.351,115.532,137.608,239.811
01/02/2015,0,546.16644,102.1513,0.48134536,0.22,1.98,-0.4364,235.4890463,0.24493,241.3201461,2.727468523,0.11,94.158,5.5,-0.46875,-5.482222679,0,,246.056,236.2,125.96,197.087,441.101,115.467,137.538,240.172
01/03/2015,-0.02,546.37854,101.824,0.56458187,0.25,2.04,-0.25510001,235.9890487,0.2121,241.0418795,2.358000632,0.11,94.441,5.4,0.209314495,2.540892935,-0.091535188,,245.685,236.602,126.626,199.119,442.943,115.551,137.644,240.755
01/04/2015,0,546.46832,101.244,0.62115657,0.23,1.9400001,-0.1055,236.2010148,0.08978,238.3301195,0.992025209,0.12,94.614,5.4,-0.313315927,-3.695672901,-0.005417777,,245.615,237.086,126.39,198.636,445.822,115.665,137.82,241.346
01/05/2015,0,546.76001,100.783,0.83988011,0.23999999,2.2,-0.0515,236.8909953,0.29169,243.8912417,3.255797575,0.12,94.899,5.6,1.309586171,16.89784263,0,,245.886,237.21,125.831,202.277,446.743,115.931,137.692,241.688
01/06/2015,-0.02,546.98267,100.4781,0.98695016,0.28,2.3599999,0.084700003,237.4190445,0.22266,242.7580996,2.476710567,0.13,94.966,5.3,0.723888314,9.040991927,-0.029317545,,246.511,237.804,125.51,203.86,446.33,116.114,137.789,242.064
01/07/2015,0,547.17493,101.1052,1.1947658,0.30000001,2.3199999,0.1126,237.8759454,0.19226,242.488672,2.135307862,0.13,95.319,5.2,-0.46201232,-5.405414521,-0.008800203,,246.733,238.334,125.689,204.166,446.953,116.129,138.002,242.565
01/08/2015,0,547.14764,100.9442,1.3032358,0.38,2.1700001,0.2967,237.8110379,-0.02729,237.1628392,-0.299780726,0.14,95.554,5.1,-1.031459515,-11.6989256,0,,247.295,238.7,126.166,202.609,446.612,116.066,138.237,242.817
01/09/2015,-0.064989999,547.00287,100.6507,1.3361979,0.37,2.1700001,0.40779999,237.467008,-0.14477,234.0512625,-1.580992825,0.14,95.61,5,-1.459093278,-16.17015767,-0.04078814,,247.984,239.236,126.011,197.162,447.648,116.165,138.681,243.316
01/10/2015,0.035,547.13965,100.1871,1.4119775,0.25999999,2.0699999,0.31189999,237.7920376,0.13678,241.0644245,1.514912162,0.12,95.676,5,-0.846113168,-9.693935021,0.056220781,,248.288,239.593,125.323,196.445,450.681,116.393,138.926,243.768
01/11/2015,0,547.29132,99.4382,1.4695573,0.47999999,2.26,0.38510001,238.1529704,0.15167,241.7895116,1.681079827,0.12,95.835,5.1,-0.96,-10.93079415,0,,248.075,240.001,125.724,196.644,452.225,116.15,139.235,244.241
01/12/2015,0.02,547.16235,98.939,1.571438,0.64999998,2.24,0.55519998,237.8460225,-0.12897,234.7960685,-1.409557011,0.24,96.138,5,-1.184706516,-13.32577279,0.004575674,,247.761,240.224,126.042,194.728,452.732,116.163,139.268,244.547
01/01/2016,-0.005,547.27161,99.4558,1.5003026,0.54000002,2.0899999,0.74180001,238.1060351,0.10926,240.7202664,1.20844733,0.34,96.299,4.8,-0.490463215,-5.729360039,0.017553305,,247.967,240.673,124.999,192.648,454.194,116.237,139.445,244.955
01/02/2016,0,547.14636,98.9136,1.4055336,0.52999997,1.78,0.76950002,237.807994,-0.12525,234.8459963,-1.36915418,0.38,96.941,4.9,-0.711938664,-8.216551557,0,,248.244,241.124,125.898,188.784,456.922,116.48,139.213,245.51
01/03/2016,-0.055,547.25983,98.1907,1.4567059,0.66000003,1.89,0.42289999,238.0779878,0.11347,240.7931398,1.255275653,0.36,96.58,5,0.441257584,5.42550752,-0.041065183,,247.699,241.587,125.843,191.583,457.723,116.743,139.392,245.913
01/04/2016,-0.005,547.60785,98.4669,1.5073957,0.56,1.8099999,0.082599998,238.9079903,0.34802,247.3523997,3.89553522,0.37,96.836,5.1,0.604063701,7.494509524,-0.015456596,,247.906,242.071,125.782,194.491,459.245,117.211,139.452,246.551
01/05/2016,0,547.79773,98.2518,1.5471152,0.58999997,1.8099999,0.089100003,239.3620598,0.18988,243.9456599,2.108623317,0.37,96.995,4.8,1.14628821,14.65668994,0,,247.575,242.833,126.707,195.474,460.487,117.275,139.255,247.137
01/06/2016,-0.02,547.99805,98.7275,1.7205555,0.55000001,1.64,-0.14489999,239.8420304,0.20032,244.6895977,2.225723624,0.38,97.426,4.9,1.241230437,15.95486556,-0.007876773,,247.42,243.515,126.276,197.236,462.09,117.398,139.197,247.54
01/07/2016,-0.005,548.02136,98.836,1.7739856,0.50999999,1.5,-0.18889999,239.8979441,0.02331,240.4577266,0.256709055,0.39,97.604,4.8,0.053304904,0.641537517,-0.011930075,,247.406,244.224,125.881,194.654,464.439,117.295,139.16,247.829
01/08/2016,0,548.22583,98.7554,1.8706954,0.56999999,1.5599999,-0.184,240.3889653,0.20447,245.3491595,2.272306018,0.4,97.709,4.9,-0.586041556,-6.810195322,0,,247.479,244.911,126.148,194.205,469.02,117.192,139.28,248.423
01/09/2016,-0.005,548.48218,98.6596,1.8777266,0.58999997,1.63,-0.2368,241.0059929,0.25635,247.2551299,2.856272819,0.4,97.97,5,0.160771704,1.946411581,-0.017829262,,247.528,245.755,125.914,195.762,469.816,117.093,138.817,248.842
01/10/2016,0,548.76727,98.7322,2.0314212,0.66000003,1.76,-0.20119999,241.6940572,0.28509,248.6725779,3.181076481,0.4,97.925,4.9,-0.107009096,-1.276578418,0,,247.596,246.48,126.521,197.151,469.749,116.919,138.63,249.142
01/11/2016,0,548.97595,98.3452,2.1099567,0.74000001,2.1400001,-0.90090001,242.198951,0.20868,247.3003481,2.319581609,0.41,98.09,4.7,-0.214247456,-2.540889485,-0.004575581,,247.525,246.985,126.605,197.331,469.914,116.981,138.813,249.481
01/12/2016,0.01,549.23248,99.0314,,0.87,2.49,-0.33360001,242.8210616,0.25653,249.1217338,2.858304184,0.54,98.78,4.7,1.01986044,12.94868274,0.013507645,,247.53,247.543,126.185,199.146,470.539,116.955,138.944,249.92
,,,,,,,,,,,,,,,,,,,,,,,,,,250.467
,,,,,,,,,,,,,,,,,,,,,,,,,,250.998
,,,,,,,,,,,,,,,,,,,,,,,,,,250.944
,,,,,,,,,,,,,,,,,,,,,,,,,,251.227
,,,,,,,,,,,,,,,,,,,,,,,,,,251.43
,,,,,,,,,,,,,,,,,,,,,,,,,,251.746
,,,,,,,,,,,,,,,,,,,,,,,,,,251.985
,,,,,,,,,,,,,,,,,,,,,,,,,,252.535
,,,,,,,,,,,,,,,,,,,,,,,,,,252.812
,,,,,,,,,,,,,,,,,,,,,,,,,,253.526
,,,,,,,,,,,,,,,,,,,,,,,,,,253.816
,,,,,,,,,,,,,,,,,,,,,,,,,,254.344
,,,,,,,,,,,,,,,,,,,,,,,,,,255.204
,,,,,,,,,,,,,,,,,,,,,,,,,,255.711
,,,,,,,,,,,,,,,,,,,,,,,,,,256.271
,,,,,,,,,,,,,,,,,,,,,,,,,,256.63
,,,,,,,,,,,,,,,,,,,,,,,,,,257.145
,,,,,,,,,,,,,,,,,,,,,,,,,,257.399
,,,,,,,,,,,,,,,,,,,,,,,,,,257.699
,,,,,,,,,,,,,,,,,,,,,,,,,,257.891
,,,,,,,,,,,,,,,,,,,,,,,,,,258.368
,,,,,,,,,,,,,,,,,,,,,,,,,,258.917
,,,,,,,,,,,,,,,,,,,,,,,,,,259.439
,,,,,,,,,,,,,,,,,,,,,,,,,,260.063
,,,,,,,,,,,,,,,,,,,,,,,,,,260.766
,,,,,,,,,,,,,,,,,,,,,,,,,,261.186
,,,,,,,,,,,,,,,,,,,,,,,,,,261.567
,,,,,,,,,,,,,,,,,,,,,,,,,,261.997
,,,,,,,,,,,,,,,,,,,,,,,,,,262.217
,,,,,,,,,,,,,,,,,,,,,,,,,,262.739
,,,,,,,,,,,,,,,,,,,,,,,,,,263.28
,,,,,,,,,,,,,,,,,,,,,,,,,,263.877
,,,,,,,,,,,,,,,,,,,,,,,,,,264.388
,,,,,,,,,,,,,,,,,,,,,,,,,,264.97
,,,,,,,,,,,,,,,,,,,,,,,,,,265.548
,,,,,,,,,,,,,,,,,,,,,,,,,,266.02
,,,,,,,,,,,,,,,,,,,,,,,,,,266.698
,,,,,,,,,,,,,,,,,,,,,,,,,,267.402
,,,,,,,,,,,,,,,,,,,,,,,,,,267.068
,,,,,,,,,,,,,,,,,,,,,,,,,,265.796
,,,,,,,,,,,,,,,,,,,,,,,,,,265.461
,,,,,,,,,,,,,,,,,,,,,,,,,,265.839
,,,,,,,,,,,,,,,,,,,,,,,,,,267.373
,,,,,,,,,,,,,,,,,,,,,,,,,,268.39
,,,,,,,,,,,,,,,,,,,,,,,,,,268.9
,,,,,,,,,,,,,,,,,,,,,,,,,,269.28
,,,,,,,,,,,,,,,,,,,,,,,,,,269.967
,,,,,,,,,,,,,,,,,,,,,,,,,,270.34
,,,,,,,,,,,,,,,,,,,,,,,,,,270.422
,,,,,,,,,,,,,,,,,,,,,,,,,,270.813
,,,,,,,,,,,,,,,,,,,,,,,,,,271.461
,,,,,,,,,,,,,,,,,,,,,,,,,,273.665
,,,,,,,,,,,,,,,,,,,,,,,,,,275.494
,,,,,,,,,,,,,,,,,,,,,,,,,,277.585
,,,,,,,,,,,,,,,,,,,,,,,,,,278.612
,,,,,,,,,,,,,,,,,,,,,,,,,,278.993
,,,,,,,,,,,,,,,,,,,,,,,,,,279.71
,,,,,,,,,,,,,,,,,,,,,,,,,,281.623
,,,,,,,,,,,,,,,,,,,,,,,,,,283.393
,,,,,,,,,,,,,,,,,,,,,,,,,,285.221
,,,,,,,,,,,,,,,,,,,,,,,,,,286.811
,,,,,,,,,,,,,,,,,,,,,,,,,,288.287
,,,,,,,,,,,,,,,,,,,,,,,,,,289.041
,,,,,,,,,,,,,,,,,,,,,,,,,,290.515
,,,,,,,,,,,,,,,,,,,,,,,,,,292.072
,,,,,,,,,,,,,,,,,,,,,,,,,,293.972
,,,,,,,,,,,,,,,,,,,,,,,,,,295.055
,,,,,,,,,,,,,,,,,,,,,,,,,,296.569
,,,,,,,,,,,,,,,,,,,,,,,,,,298.284
,,,,,,,,,,,,,,,,,,,,,,,,,,299.351
,,,,,,,,,,,,,,,,,,,,,,,,,,300.292
,,,,,,,,,,,,,,,,,,,,,,,,,,301.423
,,,,,,,,,,,,,,,,,,,,,,,,,,302.709
,,,,,,,,,,,,,,,,,,,,,,,,,,304.124
,,,,,,,,,,,,,,,,,,,,,,,,,,305.112
,,,,,,,,,,,,,,,,,,,,,,,,,,306.539
,,,,,,,,,,,,,,,,,,,,,,,,,,307.646
,,,,,,,,,,,,,,,,,,,,,,,,,,308.245
,,,,,,,,,,,,,,,,,,,,,,,,,,308.945
,,,,,,,,,,,,,,,,,,,,,,,,,,309.656
,,,,,,,,,,,,,,,,,,,,,,,,,,310.644
,,,,,,,,,,,,,,,,,,,,,,,,,,311.39
,,,,,,,,,,,,,,,,,,,,,,,,,,312.349
,,,,,,,,,,,,,,,,,,,,,,,,,,313.209
,,,,,,,,,,,,,,,,,,,,,,,,,,314.438
,,,,,,,,,,,,,,,,,,,,,,,,,,315.565
,,,,,,,,,,,,,,,,,,,,,,,,,,316.698
,,,,,,,,,,,,,,,,,,,,,,,,,,317.622
